39	98
44	98
44	96
46	94
47	100
27	96
34	96
34	96
39	100
37	94
45	100
36	89
44	100
42	97
46	99
52	100
42	99
40	97
45	99
46	100
46	97
44	100
38	87
50	96
40	90
30	85
34	85
47	96
21	91
44	89
0	98
36	92
33	95
41	97
45	99
38	99
38	95
40	93
38	100
38	98
37	98
35	100
32	91
37	98
32	96
35	98
41	98
40	97
39	98
40	98
42	99
36	97
49	95
60	100
46	96
51	99
51	95
55	96
52	95
54	95
60	99
47	98
52	100
45	94
45	96
47	98
42	94
45	96
45	96
46	93
43	96
42	97
48	97
45	97
54	97
50	98
49	97
53	100
42	98
38	92
45	98
49	100
43	98
38	87
39	88
44	94
40	87
36	87
40	98
37	94
53	97
55	98
53	95
55	96
60	99
53	98
58	96
41	93
55	96
51	95
46	91
42	98
47	98
46	95
54	100
44	97
48	98
52	97
42	94
53	98
35	96
37	92
44	91
54	97
59	97
63	98
60	95
55	97
55	95
51	98
56	93
59	98
48	94
49	99
45	97
56	100
63	93
55	86
69	100
44	92
39	94
50	93
47	96
49	94
49	98
40	95
51	98
56	100
49	82
63	95
61	98
49	93
54	93
59	100
55	98
50	96
54	100
43	91
43	92
50	96
49	94
57	95
56	93
64	97
63	93
66	98
43	93
53	96
51	96
53	97
47	95
49	99
48	99
56	99
49	99
54	97
63	100
45	96
41	100
47	99
52	97
56	99
55	96
57	99
53	99
63	98
62	100
54	100
60	98
59	99
47	90
46	98
47	90
54	100
50	96
53	98
56	94
63	98
59	100
54	97
55	98
57	95
53	98
51	96
56	98
50	91
54	98
61	100
50	95
46	94
47	93
53	96
51	96
51	98
50	100
47	93
62	100
48	89
56	99
47	95
50	97
51	98
49	94
50	98
51	98
46	93
54	95
58	100
39	98
56	100
59	98
63	98
51	100
48	96
49	95
46	97
42	93
53	97
55	99
40	92
41	96
35	98
48	95
48	94
62	100
61	100
44	92
50	96
54	96
59	99
57	93
57	92
56	97
56	98
62	96
56	97
61	97
68	98
42	92
60	98
58	96
61	100
49	93
59	97
60	99
42	87
47	98
53	98
55	98
47	90
50	97
50	97
50	98
56	99
45	94
50	97
47	98
56	100
58	94
57	99
68	97
65	96
67	99
63	99
64	96
46	85
62	99
62	100
49	90
52	93
58	99
58	97
51	92
43	90
53	100
50	96
55	96
54	95
47	84
48	97
49	97
48	91
52	96
46	93
54	99
50	99
55	95
58	98
39	90
53	96
58	100
46	95
56	98
55	95
67	100
61	99
62	98
66	99
50	94
61	95
52	93
58	96
57	99
47	91
60	95
53	93
59	99
50	93
63	100
69	97
58	96
57	96
58	97
58	99
60	99
59	95
56	95
52	90
57	94
58	90
56	94
34	99
55	89
64	98
66	100
46	98
42	95
58	95
63	99
58	100
44	84
59	100
52	97
49	94
52	97
